,x,y,z
1826,-3.20E-26,-2.026389542,-2.4
1827,-3.20E-27,-2.237115637,-2.3
1828,-3.20E-28,-2.425489211,-2.2
1829,-3.20E-29,-2.5896281,-2.1
1830,-3.20E-30,-2.72789228,-2
1831,-3.20E-31,-2.838900263,-1.9
1832,-3.20E-32,-2.921542893,-1.8
1833,-3.20E-33,-2.974994431,-1.7
1834,-3.20E-34,-2.998720809,-1.6
1835,-3.20E-35,-2.99248496,-1.5
1836,-3.20E-36,-2.95634919,-1.4
1837,-3.20E-37,-2.890674556,-1.3
1838,-3.20E-38,-2.796117258,-1.2
1839,-3.20E-39,-2.67362208,-1.1
1840,-3.20E-40,-2.524412954,-1
1841,-3.20E-41,-2.349980729,-0.9
1842,-3.20E-42,-2.152068273,-0.8
1843,-3.20E-43,-1.932653062,-0.7
1844,-3.20E-44,-1.69392742,-0.6
1845,-3.20E-45,-1.438276616,-0.5
1846,-3.20E-46,-1.168255027,-0.4
1847,-3.20E-47,-0.88656062,-0.3
1848,-3.20E-48,-0.596007992,-0.2
1849,-3.20E-49,-0.29950025,-0.1
1850,-3.20E-50,-9.60E-50,0
1851,-3.20E-51,0.29950025,0.1
1852,-3.20E-52,0.596007992,0.2
1853,-3.20E-53,0.88656062,0.3
1854,-3.20E-54,1.168255027,0.4
1855,-3.20E-55,1.438276616,0.5
1856,-3.20E-56,1.69392742,0.6
1857,-3.20E-57,1.932653062,0.7
1858,-3.20E-58,2.152068273,0.8
1859,-3.20E-59,2.349980729,0.9
1860,-3.20E-60,2.524412954,1
1861,-3.20E-61,2.67362208,1.1
1862,-3.20E-62,2.796117258,1.2
1863,-3.20E-63,2.890674556,1.3
1864,-3.20E-64,2.95634919,1.4
1865,-3.20E-65,2.99248496,1.5
1866,-3.20E-66,2.998720809,1.6
1867,-3.20E-67,2.974994431,1.7
1868,-3.20E-68,2.921542893,1.8
1869,-3.20E-69,2.838900263,1.9
1870,-3.20E-70,2.72789228,2
1871,-3.20E-71,2.5896281,2.1
1872,-3.20E-72,2.425489211,2.2
1873,-3.20E-73,2.237115637,2.3
1874,-3.20E-74,2.026389542,2.4
1875,-3.20E-75,1.795416432,2.5
1876,-3.20E-76,1.546504115,2.6
1877,-3.20E-77,1.282139641,2.7
1878,-3.20E-78,1.00496445,2.8
1879,-3.20E-79,0.717747988,2.9
1880,-3.20E-80,0.423360024,3
1881,-3.20E-81,0.124741987,3.1
1882,-3.20E-82,-0.17512243,3.2
1883,-3.20E-83,-0.473237082,3.3
1884,-3.20E-84,-0.766623306,3.4
1885,-3.20E-85,-1.052349683,3.5
1886,-3.20E-86,-1.32756133,3.6
1887,-3.20E-87,-1.589508423,3.7
1888,-3.20E-88,-1.835573673,3.8
1889,-3.20E-89,-2.063298478,3.9
1890,-3.20E-90,-2.270407486,4
1891,-3.20E-91,-2.454831333,4.1
1892,-3.20E-92,-2.614727317,4.2
1893,-3.20E-93,-2.74849781,4.3
1894,-3.20E-94,-2.854806222,4.4
1895,-3.20E-95,-2.932590353,4.5
1896,-3.20E-96,-2.981073011,4.6
1897,-3.20E-97,-2.999769773,4.7
1898,-3.20E-98,-2.988493827,4.8
1899,-3.20E-99,-2.947357838,4.9
1900,-3.1,-2.909669433,-5
1901,-0.31,2.636176184,-4.9
1902,-0.031,2.978921868,-4.8
1903,-0.0031,2.999870573,-4.7
1904,-0.00031,2.98117717,-4.6
1905,-3.10E-05,2.932609956,-4.5
1906,-3.10E-06,2.85480908,-4.4
1907,-3.10E-07,2.748498183,-4.3
1908,-3.10E-08,2.614727363,-4.2
1909,-3.10E-09,2.454831339,-4.1
1910,-3.10E-10,2.270407487,-4
1911,-3.10E-11,2.063298478,-3.9
1912,-3.10E-12,1.835573673,-3.8
1913,-3.10E-13,1.589508423,-3.7
1914,-3.10E-14,1.32756133,-3.6
1915,-3.10E-15,1.052349683,-3.5
1916,-3.10E-16,0.766623306,-3.4
1917,-3.10E-17,0.473237082,-3.3
1918,-3.10E-18,0.17512243,-3.2
1919,-3.10E-19,-0.124741987,-3.1
1920,-3.10E-20,-0.423360024,-3
1921,-3.10E-21,-0.717747988,-2.9
1922,-3.10E-22,-1.00496445,-2.8
1923,-3.10E-23,-1.282139641,-2.7
1924,-3.10E-24,-1.546504115,-2.6
1925,-3.10E-25,-1.795416432,-2.5
1926,-3.10E-26,-2.026389542,-2.4
1927,-3.10E-27,-2.237115637,-2.3
1928,-3.10E-28,-2.425489211,-2.2
1929,-3.10E-29,-2.5896281,-2.1
1930,-3.10E-30,-2.72789228,-2
1931,-3.10E-31,-2.838900263,-1.9
1932,-3.10E-32,-2.921542893,-1.8
1933,-3.10E-33,-2.974994431,-1.7
1934,-3.10E-34,-2.998720809,-1.6
1935,-3.10E-35,-2.99248496,-1.5
1936,-3.10E-36,-2.95634919,-1.4
1937,-3.10E-37,-2.890674556,-1.3
1938,-3.10E-38,-2.796117258,-1.2
1939,-3.10E-39,-2.67362208,-1.1
1940,-3.10E-40,-2.524412954,-1
1941,-3.10E-41,-2.349980729,-0.9
1942,-3.10E-42,-2.152068273,-0.8
1943,-3.10E-43,-1.932653062,-0.7
1944,-3.10E-44,-1.69392742,-0.6
1945,-3.10E-45,-1.438276616,-0.5
1946,-3.10E-46,-1.168255027,-0.4
1947,-3.10E-47,-0.88656062,-0.3
1948,-3.10E-48,-0.596007992,-0.2
1949,-3.10E-49,-0.29950025,-0.1
1950,-3.10E-50,-9.30E-50,0
1951,-3.10E-51,0.29950025,0.1
1952,-3.10E-52,0.596007992,0.2
1953,-3.10E-53,0.88656062,0.3
1954,-3.10E-54,1.168255027,0.4
1955,-3.10E-55,1.438276616,0.5
1956,-3.10E-56,1.69392742,0.6
1957,-3.10E-57,1.932653062,0.7
1958,-3.10E-58,2.152068273,0.8
1959,-3.10E-59,2.349980729,0.9
1960,-3.10E-60,2.524412954,1
1961,-3.10E-61,2.67362208,1.1
1962,-3.10E-62,2.796117258,1.2
1963,-3.10E-63,2.890674556,1.3
1964,-3.10E-64,2.95634919,1.4
1965,-3.10E-65,2.99248496,1.5
1966,-3.10E-66,2.998720809,1.6
1967,-3.10E-67,2.974994431,1.7
1968,-3.10E-68,2.921542893,1.8
1969,-3.10E-69,2.838900263,1.9
1970,-3.10E-70,2.72789228,2
1971,-3.10E-71,2.5896281,2.1
1972,-3.10E-72,2.425489211,2.2
1973,-3.10E-73,2.237115637,2.3
1974,-3.10E-74,2.026389542,2.4
1975,-3.10E-75,1.795416432,2.5
1976,-3.10E-76,1.546504115,2.6
1977,-3.10E-77,1.282139641,2.7
1978,-3.10E-78,1.00496445,2.8
1979,-3.10E-79,0.717747988,2.9
1980,-3.10E-80,0.423360024,3
1981,-3.10E-81,0.124741987,3.1
1982,-3.10E-82,-0.17512243,3.2
1983,-3.10E-83,-0.473237082,3.3
1984,-3.10E-84,-0.766623306,3.4
1985,-3.10E-85,-1.052349683,3.5
1986,-3.10E-86,-1.32756133,3.6
1987,-3.10E-87,-1.589508423,3.7
1988,-3.10E-88,-1.835573673,3.8
1989,-3.10E-89,-2.063298478,3.9
1990,-3.10E-90,-2.270407486,4
1991,-3.10E-91,-2.454831333,4.1
1992,-3.10E-92,-2.614727317,4.2
1993,-3.10E-93,-2.74849781,4.3
1994,-3.10E-94,-2.854806222,4.4
1995,-3.10E-95,-2.932590353,4.5
1996,-3.10E-96,-2.981073011,4.6
1997,-3.10E-97,-2.999769773,4.7
1998,-3.10E-98,-2.988493827,4.8
1999,-3.10E-99,-2.947357838,4.9
2000,-3,-2.96807474,-5
2001,-0.3,2.650363967,-4.9
2002,-0.03,2.979275378,-4.8
2003,-0.003,2.999867772,-4.7
2004,-0.0003,2.981173814,-4.6
2005,-3.00E-05,2.932609323,-4.5
2006,-3.00E-06,2.854808988,-4.4
2007,-3.00E-07,2.748498171,-4.3
2008,-3.00E-08,2.614727361,-4.2
2009,-3.00E-09,2.454831338,-4.1
2010,-3.00E-10,2.270407487,-4
2011,-3.00E-11,2.063298478,-3.9
2012,-3.00E-12,1.835573673,-3.8
2013,-3.00E-13,1.589508423,-3.7
2014,-3.00E-14,1.32756133,-3.6
2015,-3.00E-15,1.052349683,-3.5
2016,-3.00E-16,0.766623306,-3.4
2017,-3.00E-17,0.473237082,-3.3
2018,-3.00E-18,0.17512243,-3.2
2019,-3.00E-19,-0.124741987,-3.1
2020,-3.00E-20,-0.423360024,-3
2021,-3.00E-21,-0.717747988,-2.9
2022,-3.00E-22,-1.00496445,-2.8
2023,-3.00E-23,-1.282139641,-2.7
2024,-3.00E-24,-1.546504115,-2.6
2025,-3.00E-25,-1.795416432,-2.5
2026,-3.00E-26,-2.026389542,-2.4
2027,-3.00E-27,-2.237115637,-2.3
2028,-3.00E-28,-2.425489211,-2.2
2029,-3.00E-29,-2.5896281,-2.1
2030,-3.00E-30,-2.72789228,-2
2031,-3.00E-31,-2.838900263,-1.9
2032,-3.00E-32,-2.921542893,-1.8
2033,-3.00E-33,-2.974994431,-1.7
2034,-3.00E-34,-2.998720809,-1.6
2035,-3.00E-35,-2.99248496,-1.5
2036,-3.00E-36,-2.95634919,-1.4
2037,-3.00E-37,-2.890674556,-1.3
2038,-3.00E-38,-2.796117258,-1.2
2039,-3.00E-39,-2.67362208,-1.1
2040,-3.00E-40,-2.524412954,-1
2041,-3.00E-41,-2.349980729,-0.9
2042,-3.00E-42,-2.152068273,-0.8
2043,-3.00E-43,-1.932653062,-0.7
2044,-3.00E-44,-1.69392742,-0.6
2045,-3.00E-45,-1.438276616,-0.5
2046,-3.00E-46,-1.168255027,-0.4
2047,-3.00E-47,-0.88656062,-0.3
2048,-3.00E-48,-0.596007992,-0.2
2049,-3.00E-49,-0.29950025,-0.1
2050,-3.00E-50,-9.00E-50,0
2051,-3.00E-51,0.29950025,0.1
2052,-3.00E-52,0.596007992,0.2
2053,-3.00E-53,0.88656062,0.3
2054,-3.00E-54,1.168255027,0.4
2055,-3.00E-55,1.438276616,0.5
2056,-3.00E-56,1.69392742,0.6
2057,-3.00E-57,1.932653062,0.7
2058,-3.00E-58,2.152068273,0.8
2059,-3.00E-59,2.349980729,0.9
2060,-3.00E-60,2.524412954,1
2061,-3.00E-61,2.67362208,1.1
2062,-3.00E-62,2.796117258,1.2
2063,-3.00E-63,2.890674556,1.3
2064,-3.00E-64,2.95634919,1.4
2065,-3.00E-65,2.99248496,1.5
2066,-3.00E-66,2.998720809,1.6
2067,-3.00E-67,2.974994431,1.7
2068,-3.00E-68,2.921542893,1.8
2069,-3.00E-69,2.838900263,1.9
2070,-3.00E-70,2.72789228,2
2071,-3.00E-71,2.5896281,2.1
2072,-3.00E-72,2.425489211,2.2
2073,-3.00E-73,2.237115637,2.3
2074,-3.00E-74,2.026389542,2.4
2075,-3.00E-75,1.795416432,2.5
2076,-3.00E-76,1.546504115,2.6
2077,-3.00E-77,1.282139641,2.7
2078,-3.00E-78,1.00496445,2.8
2079,-3.00E-79,0.717747988,2.9
2080,-3.00E-80,0.423360024,3
2081,-3.00E-81,0.124741987,3.1
2082,-3.00E-82,-0.17512243,3.2
2083,-3.00E-83,-0.473237082,3.3
2084,-3.00E-84,-0.766623306,3.4
2085,-3.00E-85,-1.052349683,3.5
2086,-3.00E-86,-1.32756133,3.6
2087,-3.00E-87,-1.589508423,3.7
2088,-3.00E-88,-1.835573673,3.8
2089,-3.00E-89,-2.063298478,3.9
2090,-3.00E-90,-2.270407486,4
2091,-3.00E-91,-2.454831333,4.1
2092,-3.00E-92,-2.614727317,4.2
2093,-3.00E-93,-2.74849781,4.3
2094,-3.00E-94,-2.854806222,4.4
2095,-3.00E-95,-2.932590353,4.5
2096,-3.00E-96,-2.981073011,4.6
2097,-3.00E-97,-2.999769773,4.7
2098,-3.00E-98,-2.988493827,4.8
2099,-3.00E-99,-2.947357838,4.9
2100,-2.9,-2.996824026,-5
2101,-0.29,2.664286716,-4.9
2102,-0.029,2.979625908,-4.8
2103,-0.0029,2.99986494,-4.7
2104,-0.00029,2.981170458,-4.6
2105,-2.90E-05,2.932608691,-4.5
2106,-2.90E-06,2.854808895,-4.4
2107,-2.90E-07,2.748498159,-4.3
2108,-2.90E-08,2.61472736,-4.2
2109,-2.90E-09,2.454831338,-4.1
2110,-2.90E-10,2.270407486,-4
2111,-2.90E-11,2.063298478,-3.9
2112,-2.90E-12,1.835573673,-3.8
2113,-2.90E-13,1.589508423,-3.7
2114,-2.90E-14,1.32756133,-3.6
2115,-2.90E-15,1.052349683,-3.5
2116,-2.90E-16,0.766623306,-3.4
2117,-2.90E-17,0.473237082,-3.3
2118,-2.90E-18,0.17512243,-3.2
2119,-2.90E-19,-0.124741987,-3.1
2120,-2.90E-20,-0.423360024,-3
2121,-2.90E-21,-0.717747988,-2.9
2122,-2.90E-22,-1.00496445,-2.8
2123,-2.90E-23,-1.282139641,-2.7
2124,-2.90E-24,-1.546504115,-2.6
2125,-2.90E-25,-1.795416432,-2.5
2126,-2.90E-26,-2.026389542,-2.4
2127,-2.90E-27,-2.237115637,-2.3
2128,-2.90E-28,-2.425489211,-2.2
2129,-2.90E-29,-2.5896281,-2.1
2130,-2.90E-30,-2.72789228,-2
2131,-2.90E-31,-2.838900263,-1.9
2132,-2.90E-32,-2.921542893,-1.8
2133,-2.90E-33,-2.974994431,-1.7
2134,-2.90E-34,-2.998720809,-1.6
2135,-2.90E-35,-2.99248496,-1.5
2136,-2.90E-36,-2.95634919,-1.4
2137,-2.90E-37,-2.890674556,-1.3
2138,-2.90E-38,-2.796117258,-1.2
2139,-2.90E-39,-2.67362208,-1.1
2140,-2.90E-40,-2.524412954,-1
2141,-2.90E-41,-2.349980729,-0.9
2142,-2.90E-42,-2.152068273,-0.8
2143,-2.90E-43,-1.932653062,-0.7
2144,-2.90E-44,-1.69392742,-0.6
2145,-2.90E-45,-1.438276616,-0.5
2146,-2.90E-46,-1.168255027,-0.4
2147,-2.90E-47,-0.88656062,-0.3
2148,-2.90E-48,-0.596007992,-0.2
2149,-2.90E-49,-0.29950025,-0.1
2150,-2.90E-50,-8.70E-50,0
2151,-2.90E-51,0.29950025,0.1
2152,-2.90E-52,0.596007992,0.2
2153,-2.90E-53,0.88656062,0.3
2154,-2.90E-54,1.168255027,0.4
2155,-2.90E-55,1.438276616,0.5
2156,-2.90E-56,1.69392742,0.6
2157,-2.90E-57,1.932653062,0.7
2158,-2.90E-58,2.152068273,0.8
2159,-2.90E-59,2.349980729,0.9
2160,-2.90E-60,2.524412954,1
2161,-2.90E-61,2.67362208,1.1
2162,-2.90E-62,2.796117258,1.2
2163,-2.90E-63,2.890674556,1.3
2164,-2.90E-64,2.95634919,1.4
2165,-2.90E-65,2.99248496,1.5
2166,-2.90E-66,2.998720809,1.6
2167,-2.90E-67,2.974994431,1.7
2168,-2.90E-68,2.921542893,1.8
2169,-2.90E-69,2.838900263,1.9
2170,-2.90E-70,2.72789228,2
2171,-2.90E-71,2.5896281,2.1
2172,-2.90E-72,2.425489211,2.2
2173,-2.90E-73,2.237115637,2.3
2174,-2.90E-74,2.026389542,2.4
2175,-2.90E-75,1.795416432,2.5
2176,-2.90E-76,1.546504115,2.6
2177,-2.90E-77,1.282139641,2.7
2178,-2.90E-78,1.00496445,2.8
2179,-2.90E-79,0.717747988,2.9
2180,-2.90E-80,0.423360024,3
2181,-2.90E-81,0.124741987,3.1
2182,-2.90E-82,-0.17512243,3.2
2183,-2.90E-83,-0.473237082,3.3
2184,-2.90E-84,-0.766623306,3.4
2185,-2.90E-85,-1.052349683,3.5
2186,-2.90E-86,-1.32756133,3.6
2187,-2.90E-87,-1.589508423,3.7
2188,-2.90E-88,-1.835573673,3.8
2189,-2.90E-89,-2.063298478,3.9
2190,-2.90E-90,-2.270407486,4
2191,-2.90E-91,-2.454831333,4.1
2192,-2.90E-92,-2.614727317,4.2
2193,-2.90E-93,-2.74849781,4.3
2194,-2.90E-94,-2.854806222,4.4
2195,-2.90E-95,-2.932590353,4.5
2196,-2.90E-96,-2.981073011,4.6
2197,-2.90E-97,-2.999769773,4.7
2198,-2.90E-98,-2.988493827,4.8
2199,-2.90E-99,-2.947357838,4.9
2200,-2.8,-2.995630036,-5
2201,-0.28,2.677943038,-4.9
2202,-0.028,2.979973459,-4.8
2203,-0.0028,2.999862078,-4.7
2204,-0.00028,2.981167102,-4.6
2205,-2.80E-05,2.932608059,-4.5
2206,-2.80E-06,2.854808803,-4.4
2207,-2.80E-07,2.748498147,-4.3
2208,-2.80E-08,2.614727358,-4.2
2209,-2.80E-09,2.454831338,-4.1
2210,-2.80E-10,2.270407486,-4
2211,-2.80E-11,2.063298478,-3.9
2212,-2.80E-12,1.835573673,-3.8
2213,-2.80E-13,1.589508423,-3.7
2214,-2.80E-14,1.32756133,-3.6
2215,-2.80E-15,1.052349683,-3.5
2216,-2.80E-16,0.766623306,-3.4
2217,-2.80E-17,0.473237082,-3.3
2218,-2.80E-18,0.17512243,-3.2
2219,-2.80E-19,-0.124741987,-3.1
2220,-2.80E-20,-0.423360024,-3
2221,-2.80E-21,-0.717747988,-2.9
2222,-2.80E-22,-1.00496445,-2.8
2223,-2.80E-23,-1.282139641,-2.7
2224,-2.80E-24,-1.546504115,-2.6
2225,-2.80E-25,-1.795416432,-2.5
2226,-2.80E-26,-2.026389542,-2.4
2227,-2.80E-27,-2.237115637,-2.3
2228,-2.80E-28,-2.425489211,-2.2
2229,-2.80E-29,-2.5896281,-2.1
2230,-2.80E-30,-2.72789228,-2
2231,-2.80E-31,-2.838900263,-1.9
2232,-2.80E-32,-2.921542893,-1.8
2233,-2.80E-33,-2.974994431,-1.7
2234,-2.80E-34,-2.998720809,-1.6
2235,-2.80E-35,-2.99248496,-1.5
2236,-2.80E-36,-2.95634919,-1.4
2237,-2.80E-37,-2.890674556,-1.3
2238,-2.80E-38,-2.796117258,-1.2
2239,-2.80E-39,-2.67362208,-1.1
2240,-2.80E-40,-2.524412954,-1
2241,-2.80E-41,-2.349980729,-0.9
2242,-2.80E-42,-2.152068273,-0.8
2243,-2.80E-43,-1.932653062,-0.7
2244,-2.80E-44,-1.69392742,-0.6
2245,-2.80E-45,-1.438276616,-0.5
2246,-2.80E-46,-1.168255027,-0.4
2247,-2.80E-47,-0.88656062,-0.3
2248,-2.80E-48,-0.596007992,-0.2
2249,-2.80E-49,-0.29950025,-0.1
2250,-2.80E-50,-8.40E-50,0
2251,-2.80E-51,0.29950025,0.1
2252,-2.80E-52,0.596007992,0.2
2253,-2.80E-53,0.88656062,0.3
2254,-2.80E-54,1.168255027,0.4
2255,-2.80E-55,1.438276616,0.5
2256,-2.80E-56,1.69392742,0.6
2257,-2.80E-57,1.932653062,0.7
2258,-2.80E-58,2.152068273,0.8
2259,-2.80E-59,2.349980729,0.9
2260,-2.80E-60,2.524412954,1
2261,-2.80E-61,2.67362208,1.1
2262,-2.80E-62,2.796117258,1.2
2263,-2.80E-63,2.890674556,1.3
2264,-2.80E-64,2.95634919,1.4
2265,-2.80E-65,2.99248496,1.5
2266,-2.80E-66,2.998720809,1.6
2267,-2.80E-67,2.974994431,1.7
2268,-2.80E-68,2.921542893,1.8
2269,-2.80E-69,2.838900263,1.9
2270,-2.80E-70,2.72789228,2
2271,-2.80E-71,2.5896281,2.1
2272,-2.80E-72,2.425489211,2.2
2273,-2.80E-73,2.237115637,2.3
2274,-2.80E-74,2.026389542,2.4
2275,-2.80E-75,1.795416432,2.5
2276,-2.80E-76,1.546504115,2.6
2277,-2.80E-77,1.282139641,2.7
2278,-2.80E-78,1.00496445,2.8
2279,-2.80E-79,0.717747988,2.9
2280,-2.80E-80,0.423360024,3
2281,-2.80E-81,0.124741987,3.1
2282,-2.80E-82,-0.17512243,3.2
2283,-2.80E-83,-0.473237082,3.3
2284,-2.80E-84,-0.766623306,3.4
2285,-2.80E-85,-1.052349683,3.5
2286,-2.80E-86,-1.32756133,3.6
2287,-2.80E-87,-1.589508423,3.7
2288,-2.80E-88,-1.835573673,3.8
2289,-2.80E-89,-2.063298478,3.9
2290,-2.80E-90,-2.270407486,4
2291,-2.80E-91,-2.454831333,4.1
2292,-2.80E-92,-2.614727317,4.2
2293,-2.80E-93,-2.74849781,4.3
2294,-2.80E-94,-2.854806222,4.4
2295,-2.80E-95,-2.932590353,4.5
2296,-2.80E-96,-2.981073011,4.6
2297,-2.80E-97,-2.999769773,4.7
2298,-2.80E-98,-2.988493827,4.8
2299,-2.80E-99,-2.947357838,4.9
2300,-2.7,-2.964504702,-5
2301,-0.27,2.691331569,-4.9
2302,-0.027,2.98031803,-4.8
2303,-0.0027,2.999859187,-4.7
2304,-0.00027,2.981163746,-4.6
2305,-2.70E-05,2.932607426,-4.5
2306,-2.70E-06,2.854808711,-4.4
2307,-2.70E-07,2.748498135,-4.3
2308,-2.70E-08,2.614727357,-4.2
2309,-2.70E-09,2.454831338,-4.1
2310,-2.70E-10,2.270407486,-4
2311,-2.70E-11,2.063298478,-3.9
2312,-2.70E-12,1.835573673,-3.8
2313,-2.70E-13,1.589508423,-3.7
2314,-2.70E-14,1.32756133,-3.6
2315,-2.70E-15,1.052349683,-3.5
2316,-2.70E-16,0.766623306,-3.4
2317,-2.70E-17,0.473237082,-3.3
2318,-2.70E-18,0.17512243,-3.2
2319,-2.70E-19,-0.124741987,-3.1
2320,-2.70E-20,-0.423360024,-3
2321,-2.70E-21,-0.717747988,-2.9
2322,-2.70E-22,-1.00496445,-2.8
2323,-2.70E-23,-1.282139641,-2.7
2324,-2.70E-24,-1.546504115,-2.6
2325,-2.70E-25,-1.795416432,-2.5
2326,-2.70E-26,-2.026389542,-2.4
2327,-2.70E-27,-2.237115637,-2.3
2328,-2.70E-28,-2.425489211,-2.2
2329,-2.70E-29,-2.5896281,-2.1
2330,-2.70E-30,-2.72789228,-2
2331,-2.70E-31,-2.838900263,-1.9
2332,-2.70E-32,-2.921542893,-1.8
2333,-2.70E-33,-2.974994431,-1.7
2334,-2.70E-34,-2.998720809,-1.6
2335,-2.70E-35,-2.99248496,-1.5
2336,-2.70E-36,-2.95634919,-1.4
2337,-2.70E-37,-2.890674556,-1.3
2338,-2.70E-38,-2.796117258,-1.2
2339,-2.70E-39,-2.67362208,-1.1
2340,-2.70E-40,-2.524412954,-1
2341,-2.70E-41,-2.349980729,-0.9
2342,-2.70E-42,-2.152068273,-0.8
2343,-2.70E-43,-1.932653062,-0.7
2344,-2.70E-44,-1.69392742,-0.6
2345,-2.70E-45,-1.438276616,-0.5
2346,-2.70E-46,-1.168255027,-0.4
2347,-2.70E-47,-0.88656062,-0.3
2348,-2.70E-48,-0.596007992,-0.2
2349,-2.70E-49,-0.29950025,-0.1
2350,-2.70E-50,-8.10E-50,0
2351,-2.70E-51,0.29950025,0.1
2352,-2.70E-52,0.596007992,0.2
2353,-2.70E-53,0.88656062,0.3
2354,-2.70E-54,1.168255027,0.4
2355,-2.70E-55,1.438276616,0.5
2356,-2.70E-56,1.69392742,0.6
2357,-2.70E-57,1.932653062,0.7
2358,-2.70E-58,2.152068273,0.8
2359,-2.70E-59,2.349980729,0.9
2360,-2.70E-60,2.524412954,1
2361,-2.70E-61,2.67362208,1.1
2362,-2.70E-62,2.796117258,1.2
2363,-2.70E-63,2.890674556,1.3
2364,-2.70E-64,2.95634919,1.4
2365,-2.70E-65,2.99248496,1.5
2366,-2.70E-66,2.998720809,1.6
2367,-2.70E-67,2.974994431,1.7
2368,-2.70E-68,2.921542893,1.8
2369,-2.70E-69,2.838900263,1.9
2370,-2.70E-70,2.72789228,2
2371,-2.70E-71,2.5896281,2.1
2372,-2.70E-72,2.425489211,2.2
2373,-2.70E-73,2.237115637,2.3
2374,-2.70E-74,2.026389542,2.4
2375,-2.70E-75,1.795416432,2.5
2376,-2.70E-76,1.546504115,2.6
2377,-2.70E-77,1.282139641,2.7
2378,-2.70E-78,1.00496445,2.8
2379,-2.70E-79,0.717747988,2.9
2380,-2.70E-80,0.423360024,3
2381,-2.70E-81,0.124741987,3.1
2382,-2.70E-82,-0.17512243,3.2
2383,-2.70E-83,-0.473237082,3.3
2384,-2.70E-84,-0.766623306,3.4
2385,-2.70E-85,-1.052349683,3.5
2386,-2.70E-86,-1.32756133,3.6
2387,-2.70E-87,-1.589508423,3.7
2388,-2.70E-88,-1.835573673,3.8
2389,-2.70E-89,-2.063298478,3.9
2390,-2.70E-90,-2.270407486,4
2391,-2.70E-91,-2.454831333,4.1
2392,-2.70E-92,-2.614727317,4.2
2393,-2.70E-93,-2.74849781,4.3
2394,-2.70E-94,-2.854806222,4.4
2395,-2.70E-95,-2.932590353,4.5
2396,-2.70E-96,-2.981073011,4.6
2397,-2.70E-97,-2.999769773,4.7
2398,-2.70E-98,-2.988493827,4.8
2399,-2.70E-99,-2.947357838,4.9
2400,-2.6,-2.903759016,-5
2401,-0.26,2.704450968,-4.9
2402,-0.026,2.980659621,-4.8
2403,-0.0026,2.999856265,-4.7
2404,-0.00026,2.981160389,-4.6
2405,-2.60E-05,2.932606794,-4.5
2406,-2.60E-06,2.854808619,-4.4
2407,-2.60E-07,2.748498123,-4.3
2408,-2.60E-08,2.614727355,-4.2
2409,-2.60E-09,2.454831338,-4.1
2410,-2.60E-10,2.270407486,-4
2411,-2.60E-11,2.063298478,-3.9
2412,-2.60E-12,1.835573673,-3.8
2413,-2.60E-13,1.589508423,-3.7
2414,-2.60E-14,1.32756133,-3.6
2415,-2.60E-15,1.052349683,-3.5
2416,-2.60E-16,0.766623306,-3.4
2417,-2.60E-17,0.473237082,-3.3
2418,-2.60E-18,0.17512243,-3.2
2419,-2.60E-19,-0.124741987,-3.1
2420,-2.60E-20,-0.423360024,-3
2421,-2.60E-21,-0.717747988,-2.9
2422,-2.60E-22,-1.00496445,-2.8
2423,-2.60E-23,-1.282139641,-2.7
2424,-2.60E-24,-1.546504115,-2.6
2425,-2.60E-25,-1.795416432,-2.5
2426,-2.60E-26,-2.026389542,-2.4
2427,-2.60E-27,-2.237115637,-2.3
2428,-2.60E-28,-2.425489211,-2.2
2429,-2.60E-29,-2.5896281,-2.1
2430,-2.60E-30,-2.72789228,-2
2431,-2.60E-31,-2.838900263,-1.9
2432,-2.60E-32,-2.921542893,-1.8
2433,-2.60E-33,-2.974994431,-1.7
2434,-2.60E-34,-2.998720809,-1.6
2435,-2.60E-35,-2.99248496,-1.5
2436,-2.60E-36,-2.95634919,-1.4
2437,-2.60E-37,-2.890674556,-1.3
2438,-2.60E-38,-2.796117258,-1.2
2439,-2.60E-39,-2.67362208,-1.1
2440,-2.60E-40,-2.524412954,-1
2441,-2.60E-41,-2.349980729,-0.9
2442,-2.60E-42,-2.152068273,-0.8
2443,-2.60E-43,-1.932653062,-0.7
2444,-2.60E-44,-1.69392742,-0.6
2445,-2.60E-45,-1.438276616,-0.5
2446,-2.60E-46,-1.168255027,-0.4
2447,-2.60E-47,-0.88656062,-0.3
2448,-2.60E-48,-0.596007992,-0.2
2449,-2.60E-49,-0.29950025,-0.1
2450,-2.60E-50,-7.80E-50,0
2451,-2.60E-51,0.29950025,0.1
2452,-2.60E-52,0.596007992,0.2
2453,-2.60E-53,0.88656062,0.3
2454,-2.60E-54,1.168255027,0.4
2455,-2.60E-55,1.438276616,0.5
2456,-2.60E-56,1.69392742,0.6
2457,-2.60E-57,1.932653062,0.7
2458,-2.60E-58,2.152068273,0.8
2459,-2.60E-59,2.349980729,0.9
2460,-2.60E-60,2.524412954,1
2461,-2.60E-61,2.67362208,1.1
2462,-2.60E-62,2.796117258,1.2
2463,-2.60E-63,2.890674556,1.3
2464,-2.60E-64,2.95634919,1.4
2465,-2.60E-65,2.99248496,1.5
2466,-2.60E-66,2.998720809,1.6
2467,-2.60E-67,2.974994431,1.7
2468,-2.60E-68,2.921542893,1.8
2469,-2.60E-69,2.838900263,1.9
